|dates|Denver_Colorado_UnitedStates.BLS_EmployedPopulation.data|Denver_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Denver_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Denver_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Denver_Colorado_UnitedStates.BLS_UnemploymentRate.data|Denver_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Denver_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Denver_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-02|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-03|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-04|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-05|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-06|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-07|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-08|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-09|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-10|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-11|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-12|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-13|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-14|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-15|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-16|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-17|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-18|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-19|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-20|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-21|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-22|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-23|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-24|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-25|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-26|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-27|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-28|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-29|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-30|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-01-31|412769.5|0|11884.5|0|2.7986313563512883|0|424654.0|0
0|2020-02-01|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-02|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-03|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-04|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-05|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-06|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-07|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-08|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-09|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-10|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-11|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-12|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-13|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-14|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-15|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-16|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-17|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-18|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-19|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-20|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-21|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-22|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-23|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-24|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-25|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-26|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-27|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-28|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-02-29|414494.5|0|11988.5|0|2.811014741502006|0|426483.0|0
0|2020-03-01|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-02|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-03|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-04|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-05|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-06|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-07|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-08|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-09|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-10|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-11|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-12|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-13|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-14|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-15|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
0|2020-03-16|396153.0|0|21249.5|0|5.09088948916214|0|417402.5|0
