|dates|Somerset_NewJersey_UnitedStates.BLS_EmployedPopulation.data|Somerset_NewJersey_UnitedStates.BLS_EmployedPopulation.missing|Somerset_NewJersey_UnitedStates.BLS_UnemployedPopulation.data|Somerset_NewJersey_UnitedStates.BLS_UnemployedPopulation.missing|Somerset_NewJersey_UnitedStates.BLS_UnemploymentRate.data|Somerset_NewJersey_UnitedStates.BLS_UnemploymentRate.missing|Somerset_NewJersey_UnitedStates.BLS_LaborForcePopulation.data|Somerset_NewJersey_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-02|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-03|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-04|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-05|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-06|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-07|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-08|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-09|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-10|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-11|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-12|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-13|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-14|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-15|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-16|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-17|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-18|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-19|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-20|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-21|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-22|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-23|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-24|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-25|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-26|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-27|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-28|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-29|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-30|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-01-31|167995.5|0|6081.0|0|3.4932917424235894|0|174076.5|0
0|2020-02-01|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-02|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-03|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-04|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-05|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-06|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-07|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-08|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-09|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-10|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-11|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-12|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-13|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-14|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-15|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-16|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-17|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-18|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-19|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
0|2020-02-20|168756.0|0|5921.5|0|3.389961500479455|0|174677.5|0
