|dates|Simpson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Simpson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Simpson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Simpson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Simpson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Simpson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Simpson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Simpson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-02|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-03|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-04|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-05|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-06|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-07|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-08|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-09|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-10|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-11|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-12|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-13|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-14|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-15|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-16|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-17|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-18|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-19|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-20|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-21|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-22|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-23|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-24|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-25|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-26|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-27|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-28|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-29|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-30|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-01-31|8485.5|0|424.0|0|4.758965149559459|0|8909.5|0
0|2020-02-01|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-02|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-03|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-04|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-05|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-06|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-07|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-08|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-09|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-10|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-11|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-12|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-13|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-14|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-15|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-16|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-17|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-18|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-19|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-20|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-21|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-22|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-23|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-24|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-25|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-26|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-27|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-28|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-02-29|8444.5|0|388.5|0|4.398279180346428|0|8833.0|0
0|2020-03-01|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-02|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-03|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-04|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-05|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-06|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-07|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-08|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-09|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-10|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-11|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-12|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-13|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-14|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-15|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-16|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-17|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-18|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-19|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-20|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-21|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-22|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-23|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-24|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-25|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-26|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-27|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-28|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-29|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-30|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-03-31|8487.0|0|444.5|0|4.976767620220568|0|8931.5|0
0|2020-04-01|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-02|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-03|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-04|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-05|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-06|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-07|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-08|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-09|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-10|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-11|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-12|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-13|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-14|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-15|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-16|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-17|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-18|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-19|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-20|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-21|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-22|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-23|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-24|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-25|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-26|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-27|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-28|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-29|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-04-30|7233.5|0|1878.0|0|20.611315370685396|0|9111.5|0
0|2020-05-01|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-02|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-03|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-04|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-05|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-06|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-07|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-08|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-09|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-10|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-11|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-12|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-13|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-14|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-15|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-16|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-17|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-18|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-19|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-20|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-21|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-22|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-23|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-24|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-25|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-26|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-27|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-28|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-29|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-30|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-05-31|7271.0|0|1203.0|0|14.196365352843994|0|8474.0|0
0|2020-06-01|7934.0|0|553.0|0|6.515847767173324|0|8487.0|0
0|2020-06-02|7934.0|0|553.0|0|6.515847767173324|0|8487.0|0
0|2020-06-03|7934.0|0|553.0|0|6.515847767173324|0|8487.0|0
