|dates|Iosco_Michigan_UnitedStates.BLS_EmployedPopulation.data|Iosco_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Iosco_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Iosco_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Iosco_Michigan_UnitedStates.BLS_UnemploymentRate.data|Iosco_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Iosco_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Iosco_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-02|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-03|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-04|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-05|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-06|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-07|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-08|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-09|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-10|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-11|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-12|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-13|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-14|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-15|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-16|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-17|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-18|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-19|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-20|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-21|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-22|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-23|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-24|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-25|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-26|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-27|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-28|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-29|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-30|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-01-31|9311.0|0|840.5|0|8.27956459636507|0|10151.5|0
0|2020-02-01|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-02|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-03|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-04|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-05|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-06|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-07|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-08|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-09|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-10|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-11|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-12|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-13|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-14|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-15|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-16|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-17|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-18|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-19|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-20|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-21|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-22|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-23|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-24|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-25|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-26|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-27|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-28|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-02-29|9405.5|0|705.5|0|6.9775492038374045|0|10111.0|0
0|2020-03-01|9249.0|0|718.0|0|7.203772449081971|0|9967.0|0
