|dates|Calhoun_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Michigan_UnitedStates.Male_Total_Population.data|Calhoun_Michigan_UnitedStates.Male_Total_Population.missing|Calhoun_Michigan_UnitedStates.Female_Total_Population.data|Calhoun_Michigan_UnitedStates.Female_Total_Population.missing|Calhoun_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23987.0|0|65817.0|0|68670.0|0|30801.0|0
