|dates|Wallace_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wallace_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wallace_Kansas_UnitedStates.Male_Total_Population.data|Wallace_Kansas_UnitedStates.Male_Total_Population.missing|Wallace_Kansas_UnitedStates.Female_Total_Population.data|Wallace_Kansas_UnitedStates.Female_Total_Population.missing|Wallace_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Wallace_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-03-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-04-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-05-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-06-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-07-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-08-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-09-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-10-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-11-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2020-12-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-11|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-12|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-13|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-14|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-15|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-16|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-17|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-18|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-19|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-20|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-21|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-22|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-23|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-24|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-25|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-26|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-27|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-28|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-29|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-30|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-01-31|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-01|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-02|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-03|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-04|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-05|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-06|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-07|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-08|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-09|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-10|350.0|0|750.0|0|753.0|0|378.0|0
0|2021-02-11|350.0|0|750.0|0|753.0|0|378.0|0
