|dates|Summit_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Summit_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Summit_Colorado_UnitedStates.Male_Total_Population.data|Summit_Colorado_UnitedStates.Male_Total_Population.missing|Summit_Colorado_UnitedStates.Female_Total_Population.data|Summit_Colorado_UnitedStates.Female_Total_Population.missing|Summit_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Summit_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4235.0|0|16816.0|0|14191.0|0|5038.0|0
