|dates|Phillips_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phillips_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phillips_Colorado_UnitedStates.Male_Total_Population.data|Phillips_Colorado_UnitedStates.Male_Total_Population.missing|Phillips_Colorado_UnitedStates.Female_Total_Population.data|Phillips_Colorado_UnitedStates.Female_Total_Population.missing|Phillips_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Phillips_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|966.0|0|2115.0|0|2171.0|0|1056.0|0
