|dates|Pierce_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pierce_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pierce_Washington_UnitedStates.Male_Total_Population.data|Pierce_Washington_UnitedStates.Male_Total_Population.missing|Pierce_Washington_UnitedStates.Female_Total_Population.data|Pierce_Washington_UnitedStates.Female_Total_Population.missing|Pierce_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Pierce_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|123135.0|0|443333.0|0|447966.0|0|209270.0|0
