|dates|Hutchinson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hutchinson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hutchinson_SouthDakota_UnitedStates.Male_Total_Population.data|Hutchinson_SouthDakota_UnitedStates.Male_Total_Population.missing|Hutchinson_SouthDakota_UnitedStates.Female_Total_Population.data|Hutchinson_SouthDakota_UnitedStates.Female_Total_Population.missing|Hutchinson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Hutchinson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1697.0|0|3605.0|0|3775.0|0|1880.0|0
