|dates|Whatcom_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Whatcom_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Whatcom_Washington_UnitedStates.Male_Total_Population.data|Whatcom_Washington_UnitedStates.Male_Total_Population.missing|Whatcom_Washington_UnitedStates.Female_Total_Population.data|Whatcom_Washington_UnitedStates.Female_Total_Population.missing|Whatcom_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Whatcom_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39158.0|0|111688.0|0|113997.0|0|43910.0|0
