|dates|Paulding_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Paulding_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Paulding_Georgia_UnitedStates.Male_Total_Population.data|Paulding_Georgia_UnitedStates.Male_Total_Population.missing|Paulding_Georgia_UnitedStates.Female_Total_Population.data|Paulding_Georgia_UnitedStates.Female_Total_Population.missing|Paulding_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Paulding_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17394.0|0|79857.0|0|84187.0|0|42844.0|0
