|dates|Grant_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Wisconsin_UnitedStates.Male_Total_Population.data|Grant_Wisconsin_UnitedStates.Male_Total_Population.missing|Grant_Wisconsin_UnitedStates.Female_Total_Population.data|Grant_Wisconsin_UnitedStates.Female_Total_Population.missing|Grant_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8895.0|0|26737.0|0|24817.0|0|10762.0|0
