|dates|Gregory_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Gregory_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Gregory_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Gregory_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Gregory_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Gregory_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Gregory_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Gregory_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-02|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-03|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-04|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-05|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-06|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-07|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-08|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-09|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-10|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-11|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-12|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-13|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-14|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-15|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-16|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-17|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-18|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-19|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-20|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-21|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-22|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-23|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-24|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-25|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-26|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-27|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-28|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-29|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-30|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-01-31|1890.5|0|78.5|0|3.9867953275774504|0|1969.0|0
0|2020-02-01|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-02|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-03|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-04|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-05|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-06|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-07|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-08|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-09|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-10|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-11|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-12|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-13|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-14|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-15|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-16|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-17|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-18|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-19|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-20|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-21|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-22|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-23|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-24|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-25|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-26|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-27|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-28|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-02-29|1908.0|0|70.0|0|3.538928210313448|0|1978.0|0
0|2020-03-01|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-02|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-03|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-04|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-05|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-06|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-07|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-08|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-09|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
0|2020-03-10|1943.0|0|71.0|0|3.5253227408142997|0|2014.0|0
