|dates|Hamilton_Texas_UnitedStates.BLS_EmployedPopulation.data|Hamilton_Texas_UnitedStates.BLS_EmployedPopulation.missing|Hamilton_Texas_UnitedStates.BLS_UnemployedPopulation.data|Hamilton_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Hamilton_Texas_UnitedStates.BLS_UnemploymentRate.data|Hamilton_Texas_UnitedStates.BLS_UnemploymentRate.missing|Hamilton_Texas_UnitedStates.BLS_LaborForcePopulation.data|Hamilton_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-02|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-03|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-04|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-05|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-06|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-07|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-08|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-09|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-10|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-11|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-12|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-13|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-14|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-15|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-16|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-17|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-18|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-19|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-20|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-21|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-22|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-23|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-24|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-25|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-26|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-27|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-28|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-29|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-30|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-01-31|3601.0|0|113.5|0|3.0555929465607754|0|3714.5|0
0|2020-02-01|3607.5|0|119.5|0|3.2063321706466326|0|3727.0|0
0|2020-02-02|3607.5|0|119.5|0|3.2063321706466326|0|3727.0|0
0|2020-02-03|3607.5|0|119.5|0|3.2063321706466326|0|3727.0|0
0|2020-02-04|3607.5|0|119.5|0|3.2063321706466326|0|3727.0|0
0|2020-02-05|3607.5|0|119.5|0|3.2063321706466326|0|3727.0|0
0|2020-02-06|3607.5|0|119.5|0|3.2063321706466326|0|3727.0|0
