|dates|Putnam_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Indiana_UnitedStates.Male_Total_Population.data|Putnam_Indiana_UnitedStates.Male_Total_Population.missing|Putnam_Indiana_UnitedStates.Female_Total_Population.data|Putnam_Indiana_UnitedStates.Female_Total_Population.missing|Putnam_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6263.0|0|19840.0|0|17939.0|0|7400.0|0
