|dates|Tattnall_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tattnall_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tattnall_Georgia_UnitedStates.Male_Total_Population.data|Tattnall_Georgia_UnitedStates.Male_Total_Population.missing|Tattnall_Georgia_UnitedStates.Female_Total_Population.data|Tattnall_Georgia_UnitedStates.Female_Total_Population.missing|Tattnall_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Tattnall_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3629.0|0|14640.0|0|10751.0|0|5146.0|0
