|dates|Jefferson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Illinois_UnitedStates.Male_Total_Population.data|Jefferson_Illinois_UnitedStates.Male_Total_Population.missing|Jefferson_Illinois_UnitedStates.Female_Total_Population.data|Jefferson_Illinois_UnitedStates.Female_Total_Population.missing|Jefferson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7239.0|0|19447.0|0|18373.0|0|8372.0|0
