|dates|Franklin_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Arkansas_UnitedStates.Male_Total_Population.data|Franklin_Arkansas_UnitedStates.Male_Total_Population.missing|Franklin_Arkansas_UnitedStates.Female_Total_Population.data|Franklin_Arkansas_UnitedStates.Female_Total_Population.missing|Franklin_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3443.0|0|8908.0|0|8902.0|0|4074.0|0
