|dates|Medina_Texas_UnitedStates.BLS_EmployedPopulation.data|Medina_Texas_UnitedStates.BLS_EmployedPopulation.missing|Medina_Texas_UnitedStates.BLS_UnemployedPopulation.data|Medina_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Medina_Texas_UnitedStates.BLS_UnemploymentRate.data|Medina_Texas_UnitedStates.BLS_UnemploymentRate.missing|Medina_Texas_UnitedStates.BLS_LaborForcePopulation.data|Medina_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-02|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-03|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-04|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-05|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-06|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-07|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-08|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-09|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-10|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-11|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-12|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-13|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-14|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-15|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-16|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-17|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-18|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-19|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-20|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-21|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-22|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-23|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-24|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-25|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-26|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-27|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-28|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-29|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-30|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-01-31|21245.0|0|728.5|0|3.315357134730471|0|21973.5|0
0|2020-02-01|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-02|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-03|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-04|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-05|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-06|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-07|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-08|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-09|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-10|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-11|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-12|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
0|2020-02-13|21403.0|0|715.5|0|3.2348486561023577|0|22118.5|0
