|dates|Umatilla_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Umatilla_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Umatilla_Oregon_UnitedStates.Male_Total_Population.data|Umatilla_Oregon_UnitedStates.Male_Total_Population.missing|Umatilla_Oregon_UnitedStates.Female_Total_Population.data|Umatilla_Oregon_UnitedStates.Female_Total_Population.missing|Umatilla_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Umatilla_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12120.0|0|40461.0|0|37055.0|0|19551.0|0
