|dates|Ray_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ray_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ray_Missouri_UnitedStates.Male_Total_Population.data|Ray_Missouri_UnitedStates.Male_Total_Population.missing|Ray_Missouri_UnitedStates.Female_Total_Population.data|Ray_Missouri_UnitedStates.Female_Total_Population.missing|Ray_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Ray_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4244.0|0|11430.0|0|11453.0|0|5143.0|0
