|dates|Cherokee_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_Alabama_UnitedStates.Male_Total_Population.data|Cherokee_Alabama_UnitedStates.Male_Total_Population.missing|Cherokee_Alabama_UnitedStates.Female_Total_Population.data|Cherokee_Alabama_UnitedStates.Female_Total_Population.missing|Cherokee_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5980.0|0|12896.0|0|13136.0|0|4990.0|0
