|dates|Cheatham_Tennessee_UnitedStates.AveragePrecipitationTotal.data|Cheatham_Tennessee_UnitedStates.AveragePrecipitationTotal.missing|Cheatham_Tennessee_UnitedStates.AveragePrecipitation.data|Cheatham_Tennessee_UnitedStates.AveragePrecipitation.missing|Cheatham_Tennessee_UnitedStates.AverageWindDirection.data|Cheatham_Tennessee_UnitedStates.AverageWindDirection.missing|Cheatham_Tennessee_UnitedStates.AverageWindSpeed.data|Cheatham_Tennessee_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|200.0|0|6.166666666666667|0
0|2020-01-02|0.0|0|0.03868055555555556|0|148.26388888888889|0|8.5625|0
0|2020-01-03|0.05875|0|0.012152777777777778|0|151.59722222222223|0|4.25|0
0|2020-01-04|0.0033333333333333335|0|0.0008333333333333334|0|298.9583333333333|0|9.708333333333334|0
0|2020-01-05|0.0|0|0.0|0|193.33333333333334|0|6.083333333333333|0
0|2020-01-06|0.0|0|0.0027083333333333334|0|64.58333333333333|0|3.8125|0
0|2020-01-07|0.0033333333333333335|0|0.0|0|239.30555555555557|0|7.0625|0
0|2020-01-08|0.0|0|0.0|0|172.08333333333334|0|4.0|0
0|2020-01-09|0.0|0|0.0|0|160.41666666666666|0|13.25|0
0|2020-01-10|0.0|0|0.0029166666666666664|0|169.16666666666666|0|15.541666666666666|0
0|2020-01-11|0.004583333333333333|0|0.03855555555555556|0|193.18055555555557|0|16.206944444444446|0
0|2020-01-12|0.06125|0|0.0|0|162.5|0|3.9270833333333335|0
0|2020-01-13|0.0|0|0.0|0|77.29166666666667|0|2.8958333333333335|0
0|2020-01-14|0.004166666666666667|0|0.023472222222222224|0|163.0|0|4.115277777777778|0
0|2020-01-15|0.000625|0|0.00125|0|208.05555555555557|0|7.368055555555556|0
0|2020-01-16|0.00125|0|0.0|0|240.625|0|11.375|0
0|2020-01-17|0.0|0|0.0|0|78.75|0|9.666666666666666|0
0|2020-01-18|0.0|0|0.007777777777777778|0|217.08333333333334|0|16.00347222222222|0
0|2020-01-19|0.009166666666666667|0|0.0|0|320.0|0|11.770833333333334|0
0|2020-01-20|0.0|0|0.0|0|260.0|0|10.041666666666666|0
0|2020-01-21|0.0|0|0.0|0|203.33333333333334|0|8.229166666666666|0
0|2020-01-22|0.0|0|0.0|0|90.83333333333333|0|2.7916666666666665|0
0|2020-01-23|0.0|0|0.025069444444444446|0|122.43055555555556|0|6.034722222222221|0
0|2020-01-24|0.03208333333333333|0|0.0031249999999999997|0|224.51388888888889|0|8.090277777777777|0
0|2020-01-25|0.00125|0|0.0|0|232.70833333333334|0|6.354166666666667|0
0|2020-01-26|0.0|0|0.0008333333333333334|0|177.91666666666666|0|6.208333333333333|0
0|2020-01-27|0.0014583333333333334|0|0.001875|0|292.1875|0|7.083333333333333|0
0|2020-01-28|0.0|0|0.0|0|59.791666666666664|0|4.888888888888889|0
0|2020-01-29|0.0|0|0.0|0|67.08333333333333|0|6.25|0
0|2020-01-30|0.0|0|0.0|0|94.02777777777777|0|4.625|0
0|2020-01-31|0.0|0|0.0005555555555555556|0|67.9861111111111|0|2.513888888888889|0
0|2020-02-01|0.005|0|0.0036111111111111114|0|262.75|0|5.305555555555555|0
0|2020-02-02|0.0004166666666666667|0|0.0|0|209.16666666666666|0|7.875|0
0|2020-02-03|0.0|0|0.0|0|184.58333333333334|0|10.541666666666666|0
0|2020-02-04|0.00375|0|0.026041666666666668|0|195.2777777777778|0|10.597222222222221|0
