|dates|Osborne_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osborne_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osborne_Kansas_UnitedStates.Male_Total_Population.data|Osborne_Kansas_UnitedStates.Male_Total_Population.missing|Osborne_Kansas_UnitedStates.Female_Total_Population.data|Osborne_Kansas_UnitedStates.Female_Total_Population.missing|Osborne_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Osborne_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|868.0|0|1756.0|0|1719.0|0|710.0|0
