|dates|McPherson_Nebraska_UnitedStates.BLS_EmployedPopulation.data|McPherson_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|McPherson_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|McPherson_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|McPherson_Nebraska_UnitedStates.BLS_UnemploymentRate.data|McPherson_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|McPherson_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|McPherson_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-02|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-03|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-04|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-05|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-06|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-07|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-08|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-09|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-10|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-11|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-12|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-13|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-14|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-15|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-16|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-17|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-18|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-19|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-20|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-21|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-22|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-23|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-24|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-25|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-26|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-27|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-28|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-29|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-30|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-01-31|433.0|0|14.5|0|3.2402234636871508|0|447.5|0
0|2020-02-01|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-02|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-03|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-04|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-05|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-06|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-07|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-08|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-09|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-10|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-11|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-12|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-13|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-14|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-15|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-16|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-17|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-18|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-19|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-20|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-21|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-22|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-23|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-24|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-25|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-26|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-27|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-28|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-02-29|432.0|0|17.0|0|3.7861915367483294|0|449.0|0
0|2020-03-01|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-02|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-03|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-04|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-05|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-06|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-07|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-08|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-09|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-10|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-11|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-12|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-13|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-14|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-15|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-16|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-17|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-18|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-19|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-20|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-21|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-22|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-23|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-24|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-25|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-26|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-27|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-28|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-29|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-30|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-03-31|438.0|0|18.5|0|4.052573932092004|0|456.5|0
0|2020-04-01|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-02|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-03|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-04|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-05|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-06|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-07|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-08|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-09|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-10|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-11|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-12|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-13|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-14|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-15|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-16|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-17|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-18|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-19|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-20|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-21|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-22|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-23|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-24|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-25|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-26|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-27|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-28|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-29|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-04-30|443.5|0|16.0|0|3.4820457018498367|0|459.5|0
0|2020-05-01|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-02|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-03|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-04|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-05|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-06|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-07|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-08|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-09|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-10|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-11|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-12|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-13|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-14|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-15|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-16|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-17|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-18|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-19|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-20|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-21|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-22|430.0|0|11.0|0|2.494331065759637|0|441.0|0
0|2020-05-23|430.0|0|11.0|0|2.494331065759637|0|441.0|0
