|dates|St.Francis_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Francis_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Francis_Arkansas_UnitedStates.Male_Total_Population.data|St.Francis_Arkansas_UnitedStates.Male_Total_Population.missing|St.Francis_Arkansas_UnitedStates.Female_Total_Population.data|St.Francis_Arkansas_UnitedStates.Female_Total_Population.missing|St.Francis_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|St.Francis_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4122.0|0|14023.0|0|11416.0|0|5396.0|0
