|dates|Bibb_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bibb_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bibb_Alabama_UnitedStates.Male_Total_Population.data|Bibb_Alabama_UnitedStates.Male_Total_Population.missing|Bibb_Alabama_UnitedStates.Female_Total_Population.data|Bibb_Alabama_UnitedStates.Female_Total_Population.missing|Bibb_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Bibb_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3690.0|0|11921.0|0|10479.0|0|4587.0|0
