|dates|Finney_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Finney_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Finney_Kansas_UnitedStates.Male_Total_Population.data|Finney_Kansas_UnitedStates.Male_Total_Population.missing|Finney_Kansas_UnitedStates.Female_Total_Population.data|Finney_Kansas_UnitedStates.Female_Total_Population.missing|Finney_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Finney_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4034.0|0|18844.0|0|17767.0|0|11038.0|0
