|dates|Buffalo_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buffalo_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buffalo_Wisconsin_UnitedStates.Male_Total_Population.data|Buffalo_Wisconsin_UnitedStates.Male_Total_Population.missing|Buffalo_Wisconsin_UnitedStates.Female_Total_Population.data|Buffalo_Wisconsin_UnitedStates.Female_Total_Population.missing|Buffalo_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Buffalo_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2902.0|0|6677.0|0|6448.0|0|2731.0|0
