|dates|Dallas_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dallas_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dallas_Texas_UnitedStates.Male_Total_Population.data|Dallas_Texas_UnitedStates.Male_Total_Population.missing|Dallas_Texas_UnitedStates.Female_Total_Population.data|Dallas_Texas_UnitedStates.Female_Total_Population.missing|Dallas_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Dallas_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|283154.0|0|1301788.0|0|1335984.0|0|689692.0|0
