|dates|Hughes_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hughes_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hughes_SouthDakota_UnitedStates.Male_Total_Population.data|Hughes_SouthDakota_UnitedStates.Male_Total_Population.missing|Hughes_SouthDakota_UnitedStates.Female_Total_Population.data|Hughes_SouthDakota_UnitedStates.Female_Total_Population.missing|Hughes_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Hughes_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3057.0|0|8680.0|0|8970.0|0|4251.0|0
