|dates|Esmeralda_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Esmeralda_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Esmeralda_Nevada_UnitedStates.Male_Total_Population.data|Esmeralda_Nevada_UnitedStates.Male_Total_Population.missing|Esmeralda_Nevada_UnitedStates.Female_Total_Population.data|Esmeralda_Nevada_UnitedStates.Female_Total_Population.missing|Esmeralda_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Esmeralda_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|304.0|0|456.0|0|370.0|0|126.0|0
