|dates|McPherson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McPherson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McPherson_SouthDakota_UnitedStates.Male_Total_Population.data|McPherson_SouthDakota_UnitedStates.Male_Total_Population.missing|McPherson_SouthDakota_UnitedStates.Female_Total_Population.data|McPherson_SouthDakota_UnitedStates.Female_Total_Population.missing|McPherson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McPherson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|676.0|0|1192.0|0|1215.0|0|592.0|0
