|dates|Calumet_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calumet_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calumet_Wisconsin_UnitedStates.Male_Total_Population.data|Calumet_Wisconsin_UnitedStates.Male_Total_Population.missing|Calumet_Wisconsin_UnitedStates.Female_Total_Population.data|Calumet_Wisconsin_UnitedStates.Female_Total_Population.missing|Calumet_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Calumet_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7571.0|0|25262.0|0|24897.0|0|11959.0|0
