|dates|Mercer_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_NewJersey_UnitedStates.Male_Total_Population.data|Mercer_NewJersey_UnitedStates.Male_Total_Population.missing|Mercer_NewJersey_UnitedStates.Female_Total_Population.data|Mercer_NewJersey_UnitedStates.Female_Total_Population.missing|Mercer_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|56000.0|0|180955.0|0|188856.0|0|78695.0|0
