|dates|Iberville_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iberville_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iberville_Louisiana_UnitedStates.Male_Total_Population.data|Iberville_Louisiana_UnitedStates.Male_Total_Population.missing|Iberville_Louisiana_UnitedStates.Female_Total_Population.data|Iberville_Louisiana_UnitedStates.Female_Total_Population.missing|Iberville_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Iberville_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5181.0|0|16553.0|0|16168.0|0|6743.0|0
