|dates|Saluda_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Saluda_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Saluda_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Saluda_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Saluda_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-02|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-03|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-04|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-05|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-06|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-07|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-08|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-09|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-10|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-11|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-12|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-13|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-14|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-15|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-16|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-17|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-18|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-19|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-20|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-21|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-22|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-23|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-24|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-25|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-26|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-27|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-28|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-29|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-30|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-01-31|8651.5|0|243.0|0|2.7320254089605935|0|8894.5|0
0|2020-02-01|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-02|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-03|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-04|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-05|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-06|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-07|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-08|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-09|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-10|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-11|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-12|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-13|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-14|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-15|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-16|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-17|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-18|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-19|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-20|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-21|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-22|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-23|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-24|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-25|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-26|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-27|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-28|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-02-29|8697.5|0|247.5|0|2.76690888764673|0|8945.0|0
0|2020-03-01|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-02|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-03|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-04|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-05|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-06|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-07|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-08|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-09|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
0|2020-03-10|8480.0|0|256.0|0|2.93040293040293|0|8736.0|0
