|dates|Ripley_Indiana_UnitedStates.BLS_EmployedPopulation.data|Ripley_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Ripley_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Ripley_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Ripley_Indiana_UnitedStates.BLS_UnemploymentRate.data|Ripley_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Ripley_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Ripley_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-02|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-03|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-04|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-05|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-06|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-07|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-08|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-09|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-10|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-11|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-12|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-13|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-14|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-15|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-16|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-17|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-18|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-19|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-20|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-21|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-22|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-23|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-24|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-25|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-26|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-27|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-28|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-29|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-30|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-01-31|13664.0|0|520.5|0|3.669498396136628|0|14184.5|0
0|2020-02-01|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-02|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-03|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-04|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-05|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-06|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-07|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-08|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-09|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-10|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-11|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-12|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-13|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-14|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-15|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-16|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-17|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-18|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-19|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-20|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-21|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-22|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-23|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-24|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-25|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-26|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-27|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-28|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
0|2020-02-29|13609.0|0|525.5|0|3.7178534790760196|0|14134.5|0
