|dates|Perry_Indiana_UnitedStates.AveragePrecipitationTotal.data|Perry_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Perry_Indiana_UnitedStates.AveragePrecipitation.data|Perry_Indiana_UnitedStates.AveragePrecipitation.missing|Perry_Indiana_UnitedStates.AverageWindDirection.data|Perry_Indiana_UnitedStates.AverageWindDirection.missing|Perry_Indiana_UnitedStates.AverageWindSpeed.data|Perry_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|201.875|0|7.854166666666667|0
0|2020-01-02|0.0|0|0.0033611111111111116|0|176.4861111111111|0|9.486111111111112|0
0|2020-01-03|0.020416666666666666|0|0.009409722222222222|0|198.42361111111111|0|5.698842592592592|0
0|2020-01-04|0.006875|0|0.0005208333333333333|0|273.1041666666667|0|10.499999999999998|0
0|2020-01-05|0.0|0|0.0|0|194.93055555555557|0|8.260416666666666|0
0|2020-01-06|0.0|0|0.0|0|116.31944444444444|0|4.111111111111112|0
0|2020-01-07|0.0|0|0.0|0|206.1111111111111|0|7.215277777777779|0
0|2020-01-08|0.0|0|0.0|0|188.81944444444446|0|6.125|0
0|2020-01-09|0.0|0|0.0|0|146.66666666666666|0|11.916666666666666|0
0|2020-01-10|0.0|0|0.003645833333333333|0|159.41666666666666|0|14.374999999999998|0
0|2020-01-11|0.005625000000000001|0|0.014173611111111109|0|182.7986111111111|0|17.054861111111105|0
0|2020-01-12|0.0|0|0.0|0|214.0277777777778|0|7.652777777777779|0
0|2020-01-13|0.0|0|0.0|0|107.53472222222221|0|4.118055555555555|0
0|2020-01-14|0.0|0|0.0|0|111.45833333333333|0|3.0902777777777772|0
0|2020-01-15|0.00010416666666666667|0|0.00010416666666666667|0|172.49074074074073|0|6.67175925925926|0
0|2020-01-16|0.0001388888888888889|0|0.0|0|291.25|0|8.267361111111112|0
0|2020-01-17|0.0|0|0.0|0|68.22916666666666|0|10.857638888888891|0
0|2020-01-18|0.00020833333333333335|0|0.0044444444444444444|0|208.5565476190476|0|15.281746031746033|0
0|2020-01-19|0.007291666666666666|0|0.0|0|284.79861111111114|0|11.779861111111112|0
0|2020-01-20|0.0|0|0.0|0|285.906746031746|0|5.082837301587301|0
0|2020-01-21|0.0|0|0.0|0|114.5763888888889|0|3.3222222222222224|0
0|2020-01-22|0.0|0|0.0|0|91.875|0|3.9583333333333335|0
0|2020-01-23|0.0|0|0.0024097222222222224|0|103.6111111111111|0|7.010416666666667|0
0|2020-01-24|0.0026666666666666666|0|0.0028234126984126987|0|196.0426587301587|0|7.629960317460317|0
0|2020-01-25|0.0016666666666666668|0|0.0|0|238.48611111111111|0|9.670833333333333|0
0|2020-01-26|0.0|0|0.0|0|171.91666666666666|0|4.3125|0
0|2020-01-27|0.0|0|0.0|0|266.52777777777777|0|5.701388888888889|0
0|2020-01-28|0.0|0|0.0|0|131.94444444444443|0|2.6527777777777777|0
0|2020-01-29|0.0|0|0.0|0|50.680555555555564|0|5.651388888888889|0
0|2020-01-30|0.0|0|0.0|0|100.41666666666667|0|2.8958333333333335|0
