|dates|Grant_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_WestVirginia_UnitedStates.Male_Total_Population.data|Grant_WestVirginia_UnitedStates.Male_Total_Population.missing|Grant_WestVirginia_UnitedStates.Female_Total_Population.data|Grant_WestVirginia_UnitedStates.Female_Total_Population.missing|Grant_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2837.0|0|5796.0|0|5830.0|0|2257.0|0
