|dates|Knox_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Missouri_UnitedStates.Male_Total_Population.data|Knox_Missouri_UnitedStates.Male_Total_Population.missing|Knox_Missouri_UnitedStates.Female_Total_Population.data|Knox_Missouri_UnitedStates.Female_Total_Population.missing|Knox_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|871.0|0|1974.0|0|1973.0|0|917.0|0
