|dates|Seneca_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Seneca_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Seneca_Ohio_UnitedStates.Male_Total_Population.data|Seneca_Ohio_UnitedStates.Male_Total_Population.missing|Seneca_Ohio_UnitedStates.Female_Total_Population.data|Seneca_Ohio_UnitedStates.Female_Total_Population.missing|Seneca_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Seneca_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10017.0|0|27592.0|0|27615.0|0|12101.0|0
