|dates|Lyon_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyon_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyon_Minnesota_UnitedStates.Male_Total_Population.data|Lyon_Minnesota_UnitedStates.Male_Total_Population.missing|Lyon_Minnesota_UnitedStates.Female_Total_Population.data|Lyon_Minnesota_UnitedStates.Female_Total_Population.missing|Lyon_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Lyon_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4060.0|0|12789.0|0|12840.0|0|6615.0|0
