|dates|SoutheastFairbanks_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SoutheastFairbanks_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SoutheastFairbanks_Alaska_UnitedStates.Male_Total_Population.data|SoutheastFairbanks_Alaska_UnitedStates.Male_Total_Population.missing|SoutheastFairbanks_Alaska_UnitedStates.Female_Total_Population.data|SoutheastFairbanks_Alaska_UnitedStates.Female_Total_Population.missing|SoutheastFairbanks_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|SoutheastFairbanks_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1005.0|0|3815.0|0|3103.0|0|1753.0|0
