|dates|Toombs_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Toombs_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Toombs_Georgia_UnitedStates.Male_Total_Population.data|Toombs_Georgia_UnitedStates.Male_Total_Population.missing|Toombs_Georgia_UnitedStates.Female_Total_Population.data|Toombs_Georgia_UnitedStates.Female_Total_Population.missing|Toombs_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Toombs_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4399.0|0|12781.0|0|14106.0|0|7113.0|0
