|dates|NewCastle_Delaware_UnitedStates.AveragePrecipitationTotal.data|NewCastle_Delaware_UnitedStates.AveragePrecipitationTotal.missing|NewCastle_Delaware_UnitedStates.AveragePrecipitation.data|NewCastle_Delaware_UnitedStates.AveragePrecipitation.missing|NewCastle_Delaware_UnitedStates.AverageWindDirection.data|NewCastle_Delaware_UnitedStates.AverageWindDirection.missing|NewCastle_Delaware_UnitedStates.AverageWindSpeed.data|NewCastle_Delaware_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|243.75|0|6.916666666666667|0
0|2020-01-02|0.0|0|0.0|0|108.33333333333333|0|3.0208333333333335|0
0|2020-01-03|0.007916666666666667|0|0.011319444444444446|0|142.29166666666666|0|3.0694444444444446|0
0|2020-01-04|0.008333333333333333|0|0.007291666666666668|0|192.3611111111111|0|5.906944444444445|0
0|2020-01-05|0.004166666666666667|0|0.0|0|297.5|0|16.916666666666668|0
0|2020-01-06|0.0|0|0.0|0|237.5|0|7.729166666666667|0
0|2020-01-07|0.0|0|0.004097222222222223|0|186.1111111111111|0|6.354166666666668|0
0|2020-01-08|0.005416666666666667|0|0.0011666666666666668|0|280.77777777777777|0|14.197222222222223|0
0|2020-01-09|0.0016666666666666668|0|0.0|0|214.16666666666666|0|6.916666666666667|0
0|2020-01-10|0.0|0|0.0|0|182.91666666666666|0|6.583333333333333|0
0|2020-01-11|0.0|0|0.0|0|139.58333333333334|0|11.263888888888891|0
0|2020-01-12|0.003888888888888889|0|0.009791666666666667|0|272.0138888888889|0|15.8125|0
0|2020-01-13|0.0|0|0.0|0|82.15277777777777|0|4.458333333333333|0
0|2020-01-14|0.0|0|0.0006944444444444445|0|72.39583333333333|0|3.791666666666666|0
0|2020-01-15|0.000625|0|0.0|0|206.52777777777774|0|6.340277777777779|0
0|2020-01-16|0.0|0|0.0|0|276.25|0|17.756944444444446|0
0|2020-01-17|0.0|0|0.0|0|296.6666666666667|0|13.875|0
0|2020-01-18|0.0|0|0.007527777777777778|0|141.80555555555554|0|8.444444444444445|0
0|2020-01-19|0.011666666666666667|0|0.0016666666666666668|0|272.2916666666667|0|14.621527777777777|0
0|2020-01-20|0.0|0|0.0|0|328.3333333333333|0|13.208333333333334|0
0|2020-01-21|0.0|0|0.0|0|305.0|0|8.125|0
0|2020-01-22|0.0|0|0.0|0|188.33333333333334|0|3.4166666666666665|0
0|2020-01-23|0.0|0|0.0|0|110.83333333333333|0|1.6666666666666667|0
0|2020-01-24|0.0|0|0.0|0|89.375|0|7.104166666666667|0
0|2020-01-25|0.006145833333333333|0|0.0630625|0|165.79861111111111|0|10.510416666666666|0
0|2020-01-26|0.08125|0|0.0|0|263.75|0|8.75|0
0|2020-01-27|0.0|0|0.0|0|265.0|0|8.458333333333334|0
