|dates|Adams_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_Ohio_UnitedStates.Male_Total_Population.data|Adams_Ohio_UnitedStates.Male_Total_Population.missing|Adams_Ohio_UnitedStates.Female_Total_Population.data|Adams_Ohio_UnitedStates.Female_Total_Population.missing|Adams_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4971.0|0|13750.0|0|13974.0|0|6591.0|0
