|dates|Scott_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Mississippi_UnitedStates.Male_Total_Population.data|Scott_Mississippi_UnitedStates.Male_Total_Population.missing|Scott_Mississippi_UnitedStates.Female_Total_Population.data|Scott_Mississippi_UnitedStates.Female_Total_Population.missing|Scott_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4260.0|0|13883.0|0|14404.0|0|7563.0|0
