|dates|Iowa_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iowa_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iowa_Iowa_UnitedStates.Male_Total_Population.data|Iowa_Iowa_UnitedStates.Male_Total_Population.missing|Iowa_Iowa_UnitedStates.Female_Total_Population.data|Iowa_Iowa_UnitedStates.Female_Total_Population.missing|Iowa_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Iowa_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3061.0|0|8046.0|0|8095.0|0|3758.0|0
