|dates|Hudspeth_Texas_UnitedStates.AveragePrecipitationTotal.data|Hudspeth_Texas_UnitedStates.AveragePrecipitationTotal.missing|Hudspeth_Texas_UnitedStates.AveragePrecipitation.data|Hudspeth_Texas_UnitedStates.AveragePrecipitation.missing|Hudspeth_Texas_UnitedStates.AverageWindDirection.data|Hudspeth_Texas_UnitedStates.AverageWindDirection.missing|Hudspeth_Texas_UnitedStates.AverageWindSpeed.data|Hudspeth_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|272.0|0|17.0|0
