|dates|White_Indiana_UnitedStates.BLS_EmployedPopulation.data|White_Indiana_UnitedStates.BLS_EmployedPopulation.missing|White_Indiana_UnitedStates.BLS_UnemployedPopulation.data|White_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|White_Indiana_UnitedStates.BLS_UnemploymentRate.data|White_Indiana_UnitedStates.BLS_UnemploymentRate.missing|White_Indiana_UnitedStates.BLS_LaborForcePopulation.data|White_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-02|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-03|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-04|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-05|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-06|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-07|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-08|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-09|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-10|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-11|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-12|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-13|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-14|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-15|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-16|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-17|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-18|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-19|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-20|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-21|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-22|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-23|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-24|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-25|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-26|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-27|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-28|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-29|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-30|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-01-31|12934.5|0|397.5|0|2.9815481548154814|0|13332.0|0
0|2020-02-01|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-02|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-03|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-04|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-05|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-06|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-07|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-08|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-09|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-10|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-11|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-12|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-13|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-14|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-15|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-16|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
0|2020-02-17|13036.0|0|373.5|0|2.7853387523770463|0|13409.5|0
