|dates|FondduLac_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FondduLac_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FondduLac_Wisconsin_UnitedStates.Male_Total_Population.data|FondduLac_Wisconsin_UnitedStates.Male_Total_Population.missing|FondduLac_Wisconsin_UnitedStates.Female_Total_Population.data|FondduLac_Wisconsin_UnitedStates.Female_Total_Population.missing|FondduLac_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|FondduLac_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19083.0|0|50694.0|0|52372.0|0|22030.0|0
