|dates|Tipton_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tipton_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tipton_Tennessee_UnitedStates.Male_Total_Population.data|Tipton_Tennessee_UnitedStates.Male_Total_Population.missing|Tipton_Tennessee_UnitedStates.Female_Total_Population.data|Tipton_Tennessee_UnitedStates.Female_Total_Population.missing|Tipton_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Tipton_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8904.0|0|30396.0|0|31185.0|0|15162.0|0
