|dates|Minidoka_Idaho_UnitedStates.BLS_EmployedPopulation.data|Minidoka_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Minidoka_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Minidoka_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Minidoka_Idaho_UnitedStates.BLS_UnemploymentRate.data|Minidoka_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Minidoka_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Minidoka_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-02|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-03|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-04|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-05|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-06|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-07|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-08|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-09|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-10|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-11|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-12|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-13|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-14|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-15|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-16|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-17|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-18|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-19|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-20|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-21|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-22|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-23|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-24|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-25|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-26|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-27|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-28|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-29|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-30|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-01-31|10896.0|0|349.0|0|3.103601600711427|0|11245.0|0
0|2020-02-01|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-02|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-03|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-04|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-05|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-06|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-07|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-08|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-09|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-10|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-11|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-12|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
0|2020-02-13|10943.0|0|318.0|0|2.823905514607939|0|11261.0|0
