|dates|Butts_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butts_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butts_Georgia_UnitedStates.Male_Total_Population.data|Butts_Georgia_UnitedStates.Male_Total_Population.missing|Butts_Georgia_UnitedStates.Female_Total_Population.data|Butts_Georgia_UnitedStates.Female_Total_Population.missing|Butts_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Butts_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3762.0|0|12774.0|0|11419.0|0|5031.0|0
