|dates|Washburn_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washburn_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washburn_Wisconsin_UnitedStates.Male_Total_Population.data|Washburn_Wisconsin_UnitedStates.Male_Total_Population.missing|Washburn_Wisconsin_UnitedStates.Female_Total_Population.data|Washburn_Wisconsin_UnitedStates.Female_Total_Population.missing|Washburn_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Washburn_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4169.0|0|7861.0|0|8017.0|0|3042.0|0
