|dates|Union_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Kentucky_UnitedStates.Male_Total_Population.data|Union_Kentucky_UnitedStates.Male_Total_Population.missing|Union_Kentucky_UnitedStates.Female_Total_Population.data|Union_Kentucky_UnitedStates.Female_Total_Population.missing|Union_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2405.0|0|7556.0|0|6949.0|0|2695.0|0
