|dates|Wirt_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wirt_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wirt_WestVirginia_UnitedStates.Male_Total_Population.data|Wirt_WestVirginia_UnitedStates.Male_Total_Population.missing|Wirt_WestVirginia_UnitedStates.Female_Total_Population.data|Wirt_WestVirginia_UnitedStates.Female_Total_Population.missing|Wirt_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Wirt_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1180.0|0|2969.0|0|2861.0|0|1242.0|0
