|dates|Zavala_Texas_UnitedStates.BLS_EmployedPopulation.data|Zavala_Texas_UnitedStates.BLS_EmployedPopulation.missing|Zavala_Texas_UnitedStates.BLS_UnemployedPopulation.data|Zavala_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Zavala_Texas_UnitedStates.BLS_UnemploymentRate.data|Zavala_Texas_UnitedStates.BLS_UnemploymentRate.missing|Zavala_Texas_UnitedStates.BLS_LaborForcePopulation.data|Zavala_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-02|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-03|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-04|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-05|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-06|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-07|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-08|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-09|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-10|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-11|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-12|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-13|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-14|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-15|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-16|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-17|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-18|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-19|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-20|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-21|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-22|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-23|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-24|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-25|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-26|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-27|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-28|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-29|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-30|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-01-31|3194.0|0|310.0|0|8.84703196347032|0|3504.0|0
0|2020-02-01|3209.5|0|305.5|0|8.691322901849217|0|3515.0|0
0|2020-02-02|3209.5|0|305.5|0|8.691322901849217|0|3515.0|0
0|2020-02-03|3209.5|0|305.5|0|8.691322901849217|0|3515.0|0
0|2020-02-04|3209.5|0|305.5|0|8.691322901849217|0|3515.0|0
0|2020-02-05|3209.5|0|305.5|0|8.691322901849217|0|3515.0|0
