|dates|Wise_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wise_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wise_Virginia_UnitedStates.Male_Total_Population.data|Wise_Virginia_UnitedStates.Male_Total_Population.missing|Wise_Virginia_UnitedStates.Female_Total_Population.data|Wise_Virginia_UnitedStates.Female_Total_Population.missing|Wise_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Wise_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6931.0|0|19779.0|0|18233.0|0|7477.0|0
