|dates|Cayuga_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cayuga_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cayuga_NewYork_UnitedStates.Male_Total_Population.data|Cayuga_NewYork_UnitedStates.Male_Total_Population.missing|Cayuga_NewYork_UnitedStates.Female_Total_Population.data|Cayuga_NewYork_UnitedStates.Female_Total_Population.missing|Cayuga_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Cayuga_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14750.0|0|39522.0|0|37623.0|0|15155.0|0
