|dates|Putnam_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Florida_UnitedStates.Male_Total_Population.data|Putnam_Florida_UnitedStates.Male_Total_Population.missing|Putnam_Florida_UnitedStates.Female_Total_Population.data|Putnam_Florida_UnitedStates.Female_Total_Population.missing|Putnam_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17204.0|0|36699.0|0|37464.0|0|15875.0|0
