|dates|Crosby_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crosby_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crosby_Texas_UnitedStates.Male_Total_Population.data|Crosby_Texas_UnitedStates.Male_Total_Population.missing|Crosby_Texas_UnitedStates.Female_Total_Population.data|Crosby_Texas_UnitedStates.Female_Total_Population.missing|Crosby_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Crosby_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1081.0|0|2857.0|0|2922.0|0|1536.0|0
